pose_id,repetition,timestamp,cmd_x,cmd_y,cmd_z,cmd_qx,cmd_qy,cmd_qz,cmd_qw,meas_x,meas_y,meas_z,meas_qx,meas_qy,meas_qz,meas_qw,measurement_system,measurement_quality
0,1,1774242266.3483012,0.2,0.0,0.22,0.0,0.0,0.0,1.0,0.1974524671691137,-0.0033134943650251483,0.20523352956441232,-0.0005336924639967809,-0.059749509592573594,-0.00891650918840399,0.9981734354007293,sim_tf,1.0
0,2,1774242269.3533394,0.2,0.0,0.22,0.0,0.0,0.0,1.0,0.198947895437123,-0.013464075291618203,0.20800241657820595,-0.002309143924304502,-0.06420880324359438,-0.035866162863599706,0.9972890833664049,sim_tf,1.0
0,3,1774242272.3515298,0.2,0.0,0.22,0.0,0.0,0.0,1.0,0.20298465440200306,-0.00883323346668343,0.19627194902070957,-0.0008938508234645005,-0.038674539445510026,-0.02308968246298117,0.9989846583372248,sim_tf,1.0
0,4,1774242275.449073,0.2,0.0,0.22,0.0,0.0,0.0,1.0,0.19662908028549364,-0.01657078564639705,0.19982835279082722,-0.002238502504001674,-0.049983223108775655,-0.044684985479757154,0.9977474222401538,sim_tf,1.0
0,5,1774242278.5459173,0.2,0.0,0.22,0.0,0.0,0.0,1.0,0.1929105075461515,-0.011738682143090753,0.200610436477245,-0.001836616447074776,-0.05667071542038892,-0.032340141512378066,0.9978673118710357,sim_tf,1.0
1,1,1774242281.8489566,0.225,0.0,0.22,0.0,0.0,0.0,1.0,0.20990958911269048,0.0012490216917544373,0.2236363715824037,0.00029669566545041426,-0.09401226744434427,0.0031415169885268997,0.9955660381977008,sim_tf,1.0
1,2,1774242284.7466006,0.225,0.0,0.22,0.0,0.0,0.0,1.0,0.21160159273295692,-0.0015512953901417423,0.21552343205034036,-0.0002976128797493489,-0.07659766442088733,-0.0038744718299691945,0.9970545108969107,sim_tf,1.0
1,3,1774242287.8466861,0.225,0.0,0.22,0.0,0.0,0.0,1.0,0.22051526946593197,-0.01268695550204956,0.21508864900635896,-0.0021714309825982257,-0.07144400305461704,-0.030302285375213178,0.9969818507957198,sim_tf,1.0
1,4,1774242291.0464032,0.225,0.0,0.22,0.0,0.0,0.0,1.0,0.22168114468726935,0.00934418434177293,0.22235470482362707,0.0019505098832658932,-0.08757956521338177,0.022179724342620992,0.9959086680495935,sim_tf,1.0
1,5,1774242294.2474697,0.225,0.0,0.22,0.0,0.0,0.0,1.0,0.2200917833435468,0.026737525306387632,0.21120157495264197,0.004141136167850832,-0.06472328647158308,0.06371657076977585,0.9958583964544844,sim_tf,1.0
