pose_id,repetition,timestamp,cmd_x,cmd_y,cmd_z,cmd_qx,cmd_qy,cmd_qz,cmd_qw,meas_x,meas_y,meas_z,meas_qx,meas_qy,meas_qz,meas_qw,measurement_system,measurement_quality
0,1,1774249097.6457856,0.2,0.0,0.22,0.0,0.0,0.0,1.0,0.227102498063606,-0.005930124787281905,0.21423817573410608,-0.0020344489501257002,-0.14762139087724502,-0.013629475023293116,0.9889479376506766,sim_tf,1.0
0,2,1774249100.8537793,0.2,0.0,0.22,0.0,0.0,0.0,1.0,0.2083378311639698,-0.0011120473878597913,0.23814267547713497,-0.0005900540433628018,-0.20836968736860614,-0.0027697707698727462,0.9780460385851054,sim_tf,1.0
0,3,1774249103.843387,0.2,0.0,0.22,0.0,0.0,0.0,1.0,0.20180364394718717,-0.002262724735044196,0.22945106608455065,-0.0011883593087881196,-0.19937937746038234,-0.005840698732091672,0.9799042493447941,sim_tf,1.0
0,4,1774249106.8422341,0.2,0.0,0.22,0.0,0.0,0.0,1.0,0.20848061312292598,-0.012555114575378085,0.221648684108691,-0.0056746937642475044,-0.17779399669535517,-0.03139242742246882,0.9835505112043301,sim_tf,1.0
0,5,1774249110.0423357,0.2,0.0,0.22,0.0,0.0,0.0,1.0,0.2140888852615351,-0.01683317306807626,0.23944472357297783,-0.00849497377305398,-0.2043251467979249,-0.04066215920870274,0.978021297628578,sim_tf,1.0
0,6,1774249112.942408,0.2,0.0,0.22,0.0,0.0,0.0,1.0,0.20895082709926727,-0.015422373623065137,0.2339378337124523,-0.007776384651740262,-0.1989210383263079,-0.03828130880545213,0.9792366872973425,sim_tf,1.0
0,7,1774249115.942298,0.2,0.0,0.22,0.0,0.0,0.0,1.0,0.21242547226275377,-0.021404362833665383,0.23641963401685784,-0.010677958670006902,-0.20054112909027508,-0.05208735622145605,0.9782413526649231,sim_tf,1.0
0,8,1774249119.1429832,0.2,0.0,0.22,0.0,0.0,0.0,1.0,0.2124311736526935,0.006099298982743943,0.22422015535420975,0.0027318141139678833,-0.179581165787516,0.014962844561622092,0.9836255666505767,sim_tf,1.0
0,9,1774249122.142764,0.2,0.0,0.22,0.0,0.0,0.0,1.0,0.2161291047434835,-0.0011367401934362167,0.20985067166682303,-0.0004163156575151569,-0.14953428070295918,-0.0027530216981755578,0.9887526214617341,sim_tf,1.0
0,10,1774249125.1429663,0.2,0.0,0.22,0.0,0.0,0.0,1.0,0.21774337783253672,0.004351190021442063,0.21631487800702798,0.001693972794480083,-0.16021115416631196,0.010435963611133236,0.9870261431190042,sim_tf,1.0
1,1,1774249128.2427895,0.225,0.0,0.22,0.0,0.0,0.0,1.0,0.22248671343609216,0.019244111944452066,0.20965516063854245,0.006507392099995427,-0.1426480626111167,0.045103841550474366,0.988723837863102,sim_tf,1.0
1,2,1774249131.3418221,0.225,0.0,0.22,0.0,0.0,0.0,1.0,0.23416230909948738,-0.00229178954801655,0.19244814923175826,-0.0005245508812843396,-0.10170856146988738,-0.005130959872671019,0.9948008678227438,sim_tf,1.0
1,3,1774249134.54394,0.225,0.0,0.22,0.0,0.0,0.0,1.0,0.23111145172142744,-0.006734551740513334,0.2226339881936803,-0.002492572405217871,-0.16223461336389214,-0.015158854193186093,0.9866326197977761,sim_tf,1.0
1,4,1774249137.543744,0.225,0.0,0.22,0.0,0.0,0.0,1.0,0.23430679553974257,-0.017776002417187953,0.2182304030100085,-0.006041513767802065,-0.15135256007779543,-0.03942509423027197,0.9876748273668945,sim_tf,1.0
1,5,1774249140.5581355,0.225,0.0,0.22,0.0,0.0,0.0,1.0,0.23772078192541002,0.0007708193467879708,0.20530236558483558,0.0002127688731694629,-0.12458848098773469,0.001694155879233018,0.9922070323125272,sim_tf,1.0
1,6,1774249143.642085,0.225,0.0,0.22,0.0,0.0,0.0,1.0,0.22575074368081757,-0.02081291021087351,0.21894374137318282,-0.00767820977155592,-0.15808575909888278,-0.04790147480455351,0.9862329271406338,sim_tf,1.0
1,7,1774249146.643999,0.225,0.0,0.22,0.0,0.0,0.0,1.0,0.2337907582365542,-0.011807834897851466,0.2084065121158232,-0.0035320982037663038,-0.13278474618722022,-0.026355431519869955,0.9907881341092434,sim_tf,1.0
1,8,1774249149.8432956,0.225,0.0,0.22,0.0,0.0,0.0,1.0,0.2309109346768757,0.026932712916490686,0.22761844904176787,0.010469703530083948,-0.17083792226102942,0.060266794025779336,0.9833985474686145,sim_tf,1.0
1,9,1774249152.8427985,0.225,0.0,0.22,0.0,0.0,0.0,1.0,0.2353525282714843,0.026047524182200188,0.22823967811457532,0.009839005929690474,-0.16930628463649053,0.057175150769833,0.9838544496414854,sim_tf,1.0
